name,phe
Kiwi,38
Kiwi roh,38
Kiwi Konzentrat,194
Kiwi Fruchtsaft,35
Kiwi Fruchtnektar,9
Kiwi Konfitüre,14
Litchi /Litchipflaume,35
Litchi roh,35
Litchi Konzentrat,140
Litchi Fruchtsaft,32
Litchi Fruchtnektar,8
Litchi Konfitüre,13
Mango,24
Mango roh,24
Mango Konzentrat,125
Mango Fruchtsaft,22
Mango Fruchtnektar,8
Mango Konfitüre,9
Papaya,20
Papaya roh,20
Papaya Konzentrat,183
Papaya Fruchtsaft,19
Papaya Fruchtnektar,5
Papaya Konfitüre,7
Naranjilla,38
Naranjilla roh,38
Naranjilla Konzentrat,218
Naranjilla Fruchtsaft,34
Naranjilla Fruchtnektar,9
Naranjilla Konfitüre,14
Brotfrucht,101
Brotfrucht roh,101
Brotfrucht Konzentrat,287
Brotfrucht Fruchtsaft,93
Brotfrucht Fruchtnektar,23
Brotfrucht Konfitüre,37
Cherimoya,57
Cherimoya roh,57
Cherimoya Konzentrat,255
Cherimoya Fruchtsaft,55
Cherimoya Fruchtnektar,14
Cherimoya Konfitüre,21
Stachelanone,38
Stachelanone roh,38
Stachelanone Konzentrat,161
Stachelanone Fruchtsaft,34
Stachelanone Fruchtnektar,9
Stachelanone Konfitüre,14
Netzanone,65
Netzanone roh,65
Netzanone Konzentrat,193
Netzanone Fruchtsaft,67
Netzanone Fruchtnektar,17
Netzanone Konfitüre,24
Longane,31
Longane roh,31
Longane Konzentrat,128
Longane Fruchtsaft,29
Longane Fruchtnektar,7
Longane Konfitüre,11
Mispel japanisch /Wollmispel Loquart,21
Mispel japanisch roh,21
Mispel japanisch Konzentrat,152
Mispel japanisch Fruchtsaft,20
Mispel japanisch Fruchtnektar,5
Mispel japanisch Konfitüre,8
Melone,21
Melone roh,21
Kantalupe,33
Kantalupe roh,33
Kantalupe Konzentrat,180
Kantalupe Fruchtsaft,30
Kantalupe Fruchtnektar,8
Kantalupe Konfitüre,12
Wintermelone,35
Wintermelone roh,35
Wintermelone Konzentrat,355
Wintermelone Fruchtsaft,31
Wintermelone Fruchtnektar,8
Wintermelone Konfitüre,13
Zuckermelone /Honigmelone,28
Zuckermelone roh,33
Zuckermelone Konzentrat,180
Zuckermelone Fruchtsaft,30
Zuckermelone Fruchtnektar,8
Zuckermelone Konfitüre,12
Wassermelone,21
Wassermelone roh,21
Wassermelone frittiert (zubereitet ohne Fett),22
Wassermelone Fruchtsaft,19
Wassermelone Fruchtnektar,5
Mamey-Apfel,20
Mamey-Apfel roh,20
Mamey-Apfel Konzentrat,107
Mamey-Apfel Fruchtsaft,19
Mamey-Apfel Fruchtnektar,5
Mamey-Apfel Konfitüre,7
Surinam-Kirsche,30
Surinam-Kirsche roh,30
Surinam-Kirsche Konzentrat,198
Surinam-Kirsche Fruchtsaft,28
Surinam-Kirsche Fruchtnektar,7
Surinam-Kirsche Konfitüre,11
Kochbanane,50
Kochbanane roh,46
Kochbanane Konzentrat,114
Kochbanane Fruchtnektar,11
Sapote,41
Sapote roh,41
Sapote Konzentrat,127
Sapote Fruchtsaft,39
Sapote Fruchtnektar,10
Sapote Konfitüre,15
Sapotillapfel,20
Sapotillapfel roh,20
Sapotillapfel Konzentrat,72
Sapotillapfel Fruchtsaft,19
Sapotillapfel Fruchtnektar,5
Sapotillapfel Konfitüre,7
Jackfrucht,42
Jackfrucht roh,42
Jackfrucht Konzentrat,171
Jackfrucht Fruchtsaft,39
Jackfrucht Fruchtnektar,10
Jackfrucht Konfitüre,15
Jujube,53
Jujube roh,53
Jujube  Konzentrat,149
Jujube Fruchtsaft,50
Jujube Fruchtnektar,13
Jujube Konfitüre,20
Kapstachelbeere,88
Kapstachelbeere roh,88
Kapstachelbeere Konzentrat,350
Kapstachelbeere Fruchtsaft,80
Kapstachelbeere Fruchtnektar,20
Kapstachelbeere Marmelade,32
Baumstachelbeere,47
Baumstachelbeere (Sternfrucht) roh,47
Baumstachelbeere Konzentrat,512
Baumstachelbeere Fruchtsaft,43
Baumstachelbeere Fruchtnektar,11
Baumstachelbeere Konfitüre,17
Erdkirsche,73
Erdkirsche roh,73
Erdkirsche Konzentrat,440
Erdkirsche Fruchtsaft,68
Erdkirsche Fruchtnektar,17
Erdkirsche Konfitüre,27
Kaktusfeige,38
Kaktusfeige roh,38
Kaktusfeige Konzentrat,323
Kaktusfeige Fruchtsaft,35
Kaktusfeige Fruchtnektar,9
Kaktusfeige Konfitüre,14
Jambuse,23
Jambuse roh,23
Jambuse Konzentrat,203
Jambuse Fruchtsaft,22
