name,phe,icon
"Peppers, sweet, green, cooked, boiled, drained, without salt",29,🌱
"Peppers, sweet, green, canned, solids and liquids",25,🌱
"Peppers, sweet, green, raw",92,🌱
"Peas and carrots, canned, regular pack, solids and liquids",79,🌱
"Peas and carrots, frozen, unprepared",124,🌱
"Peas, mature seeds, sprouted, raw",251,🌱
"Peas, green, canned, regular pack, solids and liquids",114,🌱
"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",325,🌱
"Peas, green, cooked, boiled, drained, without salt",198,🌱
"Peas, green, raw",2,🌱
"Onion rings, breaded, par fried, frozen, unprepared",143,🌱
"Parsley, fresh",145,🌱
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",243,🌱
"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",112,🌱
"Onions, frozen, whole, cooked, boiled, drained, without salt",18,🌱
"Onions, frozen, whole, unprepared",23,🌰
"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",9,🌱
"Onions, frozen, chopped, cooked, boiled, drained, without salt",2,🌱
"Collards, frozen, chopped, unprepared",96,🌱
"Onions, frozen, chopped, unprepared",2,🌱
"Chard, swiss, cooked, boiled, drained, without salt",114,🌱
"Chayote, fruit, raw",47,🌱
"Chicory, witloof, raw",22,🌱
"Collards, raw",87,🥬
"Collards, cooked, boiled, drained, without salt",75,🌱
"Chayote, fruit, cooked, boiled, drained, without salt",36,🌱
"Carrots, canned, regular pack, solids and liquids",18,🌱
"Cauliflower, frozen, unprepared",72,🌱
"Cauliflower, cooked, boiled, drained, without salt",66,🌱
"Carrots, canned, regular pack, drained solids",42,🌱
"Cauliflower, frozen, cooked, boiled, drained, without salt",58,🌱
"Carrots, raw",61,🌱
"Carrots, cooked, boiled, drained, without salt",5,🌱
"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",46,🌱
"Cabbage, chinese (pak-choi), raw",44,🥬
"Burdock root, cooked, boiled, drained, without salt",45,🌱
"Broccoli raab, cooked",154,🌱
"Cabbage, savoy, cooked, boiled, drained, without salt",58,🌱
"Cabbage, savoy, raw",64,🌱
"Brussels sprouts, raw",98,🥦
"Broccoli, raw",117,🌱
"Broadbeans, immature seeds, raw",228,🌱
"Broccoli, frozen, spears, cooked, boiled, drained, without salt",94,🌱
"Broadbeans, immature seeds, cooked, boiled, drained, without salt",195,🌱
"Broccoli raab, raw",128,🌱
"Beet greens, cooked, boiled, drained, without salt",68,🌱
"Beet greens, raw",58,🌱
"POPEYES, Fried Chicken, Mild, Thigh, meat only, skin and breading removed",917,🌱
"POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed",1107,🌱
"POPEYES, Fried Chicken, Mild, Skin and Breading",534,🍗
"POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading",782,🌱
"POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading",829,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading",723,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading",83,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading",812,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading",789,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading",419,🌱
"KFC, Crispy Chicken Strips",843,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed",1096,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading removed",1042,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed",99,🌱
"KFC, Coleslaw",25,🌱
"TACO BELL, Nachos Supreme",285,🌮
"POPEYES, Spicy Chicken Strips, analyzed 2006",787,🌱
"KFC, biscuit",4,🌱
"TACO BELL, Nachos",229,🌮
"TACO BELL, BURRITO SUPREME with steak",416,🌮
"TACO BELL, BURRITO SUPREME with chicken",42,🌮
"BURGER KING, Original Chicken Sandwich",56,🍔
"TACO BELL, Soft Taco with beef, cheese and lettuce",419,🌮
"BURGER KING, french fries",146,🍔
"BURGER KING, Premium Fish Sandwich",478,🍔
"BURGER KING, Cheeseburger",66,🍔
"WENDY'S, CLASSIC DOUBLE, with cheese",57,🍔
"WENDY'S, CLASSIC SINGLE Hamburger, with cheese",47,🍔
"WENDY'S, Jr. Hamburger, without cheese",458,🍔
"WENDY'S, Frosty Dairy Dessert",14,🌱
"WENDY'S, Jr. Hamburger, with cheese",5,🍔
"Pizza, cheese topping, regular crust, frozen, cooked",529,🌱
"SUBWAY, cold cut sub on white bread with lettuce and tomato",431,🌱
"SUBWAY, tuna sub on white bread with lettuce and tomato",515,🌱
"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",522,🌱
"Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato",515,🌱
"Fast foods, cheeseburger; single, large patty; plain",763,🍔
"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",285,🌱
"Fast foods, nachos, with cheese",229,🍔
"Corn grain, yellow",463,🌽
"Corn flour, whole-grain, yellow",34,🌽
Buckwheat,52,🍚
"Bulgur, cooked",145,🍚
"Barley, pearled, raw",556,🌱
"Barley, pearled, cooked",127,🌱
"Barley, hulled",7,🌾
"Candies, NESTLE, BUTTERFINGER Crisp",301,🌱
"Snacks, tortilla chips, nacho-flavor, made with enriched masa flour",374,🍿
"Snacks, rice cakes, brown rice, buckwheat, unsalted",399,🍚
"Snacks, rice cakes, brown rice, plain, unsalted",421,🍚
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted",31,🌱
"Snacks, popcorn, oil-popped, white popcorn, salt added",442,:corn:
"Snacks, popcorn, air-popped (Unsalted)",59,🍿
"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",453,🥨
"Snacks, rice cakes, brown rice, multigrain, unsalted",424,🌱
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",299,🍿
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",1146,🌱
"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",333,🌱
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",1135,🌱
"Puddings, lemon, dry mix, regular, with added oil, potassium, sodium",3,🍋
"Puddings, tapioca, dry mix, with no added salt",4,🍮
"Puddings, banana, dry mix, regular, with added oil",2,🍌
"Beef, round, top round, separable lean only, trimmed to 0 fat, select, cooked, braised",141,🍖
"Beef, round, top round, separable lean only, trimmed to 0 fat, choice, cooked, braised",141,🍖
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",1116,🌱
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",1106,🌱
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",1058,🍖
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, select, cooked, roasted",1049,🍖
"Beef, round, top round, separable lean and fat, trimmed to 0 fat, select, cooked, braised",139,🍖
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",1219,🍖
"Beef, round, tip round, roast, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",1087,🍖
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",1067,🍖
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",1057,🍖
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0 fat, select, cooked, braised",1358,🍖
"Beef, round, bottom round, steak, separable lean only, trimmed to 0 fat, select, cooked, braised",138,🍖
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",1217,🌱
"Beef, round, bottom round roast, separable lean only, trimmed to 0 fat, select, cooked, roasted",1117,🍖
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0 fat, select, cooked, roasted",1075,🌱
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",1083,🍖
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0 fat, choice, cooked, broiled",966,🌱
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0 fat, all grades, cooked, broiled",1077,🌱
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0 fat, select, cooked, broiled",972,🌱
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0 fat, choice, cooked, braised",1293,🍖
"Beef, chuck, blade roast, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1227,🌱
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0 fat, select, cooked, braised",1196,🌱
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, braised",1034,🌱
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0 fat, choice, cooked, braised",1187,🌱
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",1143,🌱
"Beef, brisket, flat half, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1314,🌱
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0 fat, choice, cooked",1215,🌱
"Beef, brisket, point half, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1095,🍖
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0 fat, all grades, cooked",1253,🌱
"Beef, brisket, point half, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",918,🌱
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, select, cooked, grilled",1034,🌱
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0 fat, select, cooked",1161,🌱
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, all grades, raw",757,🌱
"Beef, cured, pastrami",847,🍖
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0 fat, choice, cooked",1136,🌱
"Beef, cured, breakfast strips, cooked",1127,🍖
"Beef, cured, luncheon meat, jellied",672,🍖
"Beef, cured, corned beef, brisket, cooked",718,🌱
"Beef, cured, corned beef, brisket, raw",529,🍖
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, choice, cooked, grilled",1033,🌱
"Seeds, sesame butter, paste",959,🌰
"Seeds, sesame flour, high-fat",1632,🌰
"Beef, cured, breakfast strips, raw or unheated",45,🍖
"Beef, variety meats and by-products, suet, raw",59,🍖
"Beef, variety meats and by-products, thymus, cooked, braised",626,🍖
"Beef, variety meats and by-products, tongue, raw",615,🌱
"Beef, variety meats and by-products, thymus, raw",349,🌱
"Nuts, chestnuts, european, roasted",134,🌰
"Nuts, walnuts, english",711,🥜
"Nuts, pistachio nuts, dry roasted, without salt added",114,🌱
"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",901,🌰
"Nuts, walnuts, black, dried",1094,🥜
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",924,🌰
"Nuts, pecans, dry roasted, without salt added",441,🌱
"Nuts, pecans",426,🥜
"Nuts, pistachio nuts, raw",1092,🌱
"Nuts, macadamia nuts, raw",665,🥜
"Nuts, ginkgo nuts, dried",408,🌰
"Nuts, hickorynuts, dried",713,🌰
"Nuts, formulated, wheat-based, unflavored, with salt added",603,🌱
"Nuts, macadamia nuts, dry roasted, without salt added",654,🥜
"Nuts, ginkgo nuts, canned",9,🥜
"Nuts, coconut meat, dried (desiccated), not sweetened",349,🌱
"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",116,🌱
"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",102,🥥
"Nuts, coconut meat, raw",169,🌱
"Nuts, coconut cream, canned, sweetened",6,🥥
"Nuts, coconut water (liquid from coconuts)",37,🥥
"Nuts, cashew butter, plain, without salt added",908,🥜
"Nuts, chestnuts, chinese, boiled and steamed",13,🌱
"Nuts, chestnuts, chinese, raw",19,🌰
"Nuts, chestnuts, european, dried, peeled",212,🌱
"Nuts, chestnuts, chinese, dried",309,🌰
"Nuts, cashew nuts, raw",951,🥜
"Nuts, chestnuts, european, boiled and steamed",84,🌱
"Nuts, acorns, raw",269,🌰
"Nuts, beechnuts, dried",262,🥜
"Nuts, almonds, dry roasted, without salt added",1122,🌱
"Seeds, sunflower seed flour, partially defatted",2466,🌱
"Nuts, almonds, oil roasted, without salt added",1146,🌱
"Seeds, lotus seeds, dried",767,🌱
"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",899,🌰
"Seeds, sunflower seed butter, without salt",942,🌰
"Seeds, sesame seeds, whole, roasted and toasted",899,🌰
"Seeds, sesame seeds, whole, dried",94,🌱
"Seeds, sunflower seed kernels, toasted, without salt",883,🌱
"Seeds, sesame flour, partially defatted",2138,🌰
"Seeds, cottonseed meal, partially defatted (glandless)",3057,🌱
"Seeds, cottonseed flour, low fat (glandless)",3103,🌱
"Seeds, breadfruit seeds, boiled",571,🍞
"Mushrooms, portabella, exposed to ultraviolet light, raw",97,🌱
"Seeds, hemp seed, hulled",1447,🌱
"Seeds, breadfruit seeds, raw",797,🍞
"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",12,🌱
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",27,🌱
"Turnip greens, frozen, cooked, boiled, drained, with salt",206,🌱
"Turnip greens, cooked, boiled, drained, with salt",7,🌱
"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",171,🌱
"Tomatoes, red, ripe, cooked, with salt",28,🌱
"Water convolvulus, cooked, boiled, drained, with salt",102,🍜
"Squash, winter, butternut, cooked, baked, with salt",35,🍠
"Sweet potato, cooked, baked in skin, flesh, with salt",114,🌱
"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",208,🌱
"Squash, winter, acorn, cooked, boiled, mashed, with salt",26,🍠
"Squash, winter, acorn, cooked, baked, with salt",44,🍠
"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",32,🌱
"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",211,🌱
"Spinach, canned, no salt added, solids and liquids",95,🌱
"Squash, summer, all varieties, cooked, boiled, drained, with salt",32,🌱
"Squash, winter, all varieties, cooked, baked, with salt",35,🍠
"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",147,🍟
"Potatoes, frozen, whole, cooked, boiled, drained, with salt",88,🥔
"Pumpkin leaves, cooked, boiled, drained, with salt",148,🍂
"Purslane, cooked, boiled, drained, with salt",58,🌱
"Radishes, oriental, cooked, boiled, drained, with salt",22,🌱
"Peppers, sweet, red, cooked, boiled, drained, without salt",29,🌱
"Potatoes, boiled, cooked in skin, flesh, with salt",83,🌱
"Potatoes, baked, flesh and skin, with salt",99,🌱
"Potatoes, baked, flesh, with salt",87,🍠
"Peppers, sweet, green, cooked, boiled, drained, with salt",29,🌱
"Peppers, hot chili, red, raw",62,🌶
"Peppers, sweet, red, raw",5,🌶
"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",28,🌶
"Peas, green, frozen, cooked, boiled, drained, with salt",19,🌱
"Peas, green, cooked, boiled, drained, with salt",198,🌱
"Onions, frozen, chopped, cooked, boiled, drained, with salt",2,🌱
"Onions, cooked, boiled, drained, with salt",35,🌱
"Peas, green, canned, no salt added, drained solids",163,🌱
"Okra, frozen, cooked, boiled, drained, with salt",55,🌱
"Peas, green, canned, no salt added, solids and liquids",118,🌱
"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",109,🍠
"Mushrooms, shiitake, cooked, with salt",67,🌱
"Tomatoes, yellow, raw",25,🌱
Potato pancakes,3,🍟
"Potatoes, baked, flesh and skin, without salt",99,🌱
"Okra, cooked, boiled, drained, with salt",61,🌱
"Seaweed, spirulina, raw",286,🌱
"Tomatoes, red, ripe, cooked, stewed",75,🌱
"Sweet potato, cooked, candied, home-prepared",49,🍠
