name,phe
Helmbohnen indisch reif Konserve,283
Chinabohnen reif roh,1332
Chinabohnen reif Konserve,331
Straucherbsen reif roh,1740
Straucherbsen reif Mehl,1573
Straucherbsen reif Konserve,381
Tamarinden (Sauerdattel) reif roh,128
Tamarinden (Sauerdattel) reif Mehl,130
Tamarinden (Sauerdattel) reif Konserve,32
Erbsen reif roh,1139
Erbsen reif Mehl,1199
Kichererbsen reif roh,990
Linsen reif roh,1237
Linsen reif Mehl,1278
Bohne weiß roh,1260
Bohne weiß Mehl,1289
Bohnen weiß reif,1260
Bohne weiß reif roh,1260
Kidney-Bohnen roh,1276
Limabohnen reif roh,1287
Bohnen dick (Saubohnen) reif roh,1261
Bohnen dick (Saubohnen) reif Mehl,1375
Sojabohnen reif roh,1868
Sojabohnen reif Mehl,1896
Sojabohnenmehl,1896
Sojamehl,1896
Sojamehl (entfettet) entbittert,2603
Sojamehl halbfett,2509
Sojamehl texturiert (VEP),2935
Sojamehl vollfett,1860
Sojaeiweiß texturiert (TVP),2769
Sojaeiweiß texturiert (TVP) pasteurisiert,2769
Sojaschrot,2382
Sojaspeisekleie,720
Sojamark,2302
Mungobohnen reif,1365
Mungobohnen reif roh,1570
Vegetarische Lebensmittel,2049
Frucht-Leinsaat,640
Sojaerzeugnisse,2049
Sojasoße,480
Sojasoße weiße,480
Sojadrink/Sojadrinkprodukte,181
Sojadrink flüssig,180
Sojaeiweißkonzentrat,2981
Sojadrink Pulver,2314
Sojadrink milchsauer,188
Biologische pflanzliche Soja-Joghurtalternative,181
Sojacreme (zum Kochen und Verfeinern),105
Yuba,2682
Tofu,840
Tofu fest,870
Tofu Seiden,282
Tofu fest pasteurisiert,840
Fermentierte Sojaprodukte,414
Miso,495
Miso Sojabohne,495
Tempeh,894
Natto,873
Ölsamenmus,929
Bohnen weiß dick in Tomatensoße Konserve,192
Kidney-Bohnen in Tomatensoße Konserve,634
Gulasch in Tomatensoße Sojabasis Konserve,457
Sojabratlinge (nass),849
Sojaklöße (nass),849
Sojabouletten (nass),849
Sojafleischzubereitung Trockenprodukt,1859
Sojaschnitzel Trockenprodukt,1859
Sojasteak Trockenprodukt,1859
Sojaaufschnitt,296
Sojapaste,732
Tofu roh,414
Hülsenfruchtgerichte Konservensuppen,183
Bohnensuppe serbisch Konserve,183
Pommes Frites roh,93
Kartoffelchips roh,93
Kartoffelsticks roh,93
Kartoffel-Chipsletten roh,93
Kartoffeltrockenprodukte,314
Kartoffelbreipulver,420
Kartoffelstärke Mehl,6
Knödelmehl,55
Trockenkartoffeln Trockenprodukt,314
Kartoffelflocken Trockenprodukt,314
Kartoffelkloß Trockenprodukt,280
Knödelpulver halb und halb,49
Gnocchi roh,189
Kartoffelchips (verzehrsfertig),250
Kartoffelsticks (verzehrsfertig),350
Kartoffelchips (verzehrsfertig) energiereduziert,57
Kartoffelsuppe Konserve,50
Fertiggerichte auf Kartoffelbasis Konserve,533
Gaisburger Marsch Konserve,533
Labskaus Konserve,400
Stärkereiche Pflanzenteile,87
Lotos-Wurzel roh,87
Maniok (Cassava),31
Maniok roh,31
Maniok Pulver,76
Batate (Süßkartoffel),84
Batate roh,79
Topinambur (Erdartischocke),106
Topinambur roh,106
Yamswurzel,115
Yamswurzel roh,115
Yamswurzel Pulver,337
Pfeilwurzel (Maranta),234
Pfeilwurzel roh,234
Pfeilwurzel Pulver,757
Taro (Wasserbrotwurzel) roh,89
Taro (Wasserbrotwurzel) Pulver,273
Japanknolle (Japankartoffel) roh,224
Sagopalme roh,224
Yamsbohne roh,42
Yamsbohne Pulver,346
Erzeugnisse stärkereicher Pflanzenteile,20
Maniok (Cassava) Erzeugnisse,20
Tapioka,20
Pfeilwurzelmehl (Marantastärke),18
Sago,6
Pilze roh,109
Champignon roh,74
Champignon frittiert (zubereitet ohne Fett),115
Trüffel roh,190
Trüffel Konzentrat,356
Trüffel Pulver,709
Morchel,118
Morchel roh,118
Birkenpilz roh,63
Butterpilz roh,120
Butterpilz Konzentrat,406
Edel-Reizker roh,12
Hallimasch roh,150
Hallimasch Konzentrat,443
Pfifferling,128
Pfifferling roh,65
Rotkappe roh,59
Steinpilz roh,100
Shiitakepilz roh,79
Waldpilze,150
Austernpilz roh,100
Bierhefe,2257
Bierhefe Tabletten,2257
Hefe Flocken,2053
Pflanzenfleisch ohne Soja Trockenprodukt,1079
Hefeextrakt (Hefeaufstrichpaste),157
Champignonsuppe Trockenprodukt,482
Champignoncremesuppe Trockenprodukt,482
Steinpilzsuppe Trockenprodukt,482
Champignoncremesuppe Konserve,26
Pilzsoße Konserve,72
Milch Käse,149
Schafmilch,260
Schafskäse,782
Roquefort,1016
Feta,890
Ziegenmilch,180
Büffelmilch,162
Mozzarella,930
Eselsmilch,92
Stutenmilch,101
Salzlakenkäse aus Kuhmilch,647
Mozzarella 20% Fett i. Tr.,569
Mozzarella Scheibe Halbfettstufe,1119
Milch und Sauermilch,149
Kuhmilch,149
Kuhmilch < 1% Fett,155
"Kuhmilch 1,5% Fett",150
"Kuhmilch 3,5% Fett",149
Kuhmilch Vorzugsmilch,156
Kuhmilch Trinkmilch < 1% Fett,179
"Kuhmilch Trinkmilch 1,5% Fett",174
"Kuhmilch Trinkmilch 3,5% Fett",173
"Kuhmilch Vorzugsmilch 3,5% Fett",180
Kuhmilch < 1% Fett ultrahocherhitzt,155
"Kuhmilch 1,5% Fett ultrahocherhitzt",150
"Kuhmilch 3,5% Fett ultrahocherhitzt",158
Kuhmilch < 1% Fett laktosefrei,153
"Kuhmilch 1,5% Fett laktosefrei",153
"Kuhmilch 3,5% Fett laktosefrei",149
Sahne 10% Fett ultrahocherhitzt,140
Sahneersatz,80
Dickmilch (Sauermilch),157
Dickmilch (Sauermilch) < 1% Fett,157
"Dickmilch (Sauermilch) 1,5% Fett",157
"Dickmilch (Sauermilch) 3,5% Fett",157
Dickmilch (Sauermilch) 10% Fett,144
Dickmilch < 1% Fett,157
"Dickmilch 1,5% Fett",157
"Dickmilch 3,5% Fett",157
Dickmilch 10% Fett,144
"Schwedenmilch 3,5% Fett",157
Kefir,153
Kefir < 1% Fett,158
"Kefir 1,5% Fett",153
"Kefir 3,5% Fett",150
Kefir 10% Fett,140
Joghurt Oberbegriff,190
Joghurt Oberbegriff < 1% Fett,169
"Joghurt Oberbegriff 1,5% Fett",172
"Joghurt Oberbegriff 3,5% Fett",190
Joghurt Oberbegriff 10% Fett,147
Joghurt < 1% Fett,240
"Joghurt 1,5% Fett",190
"Joghurt 3,5% Fett",210
Joghurt 10% Fett,147
Joghurt aus Schafmilch,190
Buttermilch,190
Molke,30
Süßmolke,34
Sauermolke,22
Sahne,112
Sahne 10% Fett,140
Sahne 30% Fett,112
Kaffeesahne,130
Kaffeesahne 10 % Fett,150
Kaffeesahne 15% Fett,139
Kaffeesahne 20% Fett,130
Kaffeesahne 30% Fett,121
Saure Sahne,130
Saure Sahne 10 % Fett,130
Saure Sahne 20 % Fett,130
Saure Sahne 30 % Fett,115
Saure Sahne 40 % Fett,98
Schlagsahne,112
Schlagsahne 10% Fett,147
Schlagsahne 30% Fett,120
Schlagsahne 40% Fett,98
Creme/Schmand,115
Creme/Schmand 20 % Fett,130
Creme/Schmand 30 % Fett,115
Creme/Schmand 40 % Fett,98
Creme fraiche 30% Fett,120
Kondensmilch Kondenssahne,294
Kondensmilch Kondenssahne < 1% Fett,379
Kondensmilch Kondenssahne 4% Fett,347
Kondensmilch Kondenssahne 7.5 % Fett,294
Kondensmilch Kondenssahne 10 % Fett,408
Kondensmilch < 1% Fett,379
Kondensmilch 4 % Fett,347
"Kondensmilch 7,5 % Fett",340
Kondensmilch 10 % Fett,470
Kondensmilch 15 % Fett,597
Kondensmilch 10% Fett ultrahocherhitzt,408
"Kuhmilch 1,5% Fett probiotisch",150
Milch natriumarm,153
Schafmilch fettarm,242
"Schafkondensmilch vollfett (7,5%)",294
Kuhmilch < 1% Fett laktosefrei ultrahocherhitzt,153
Kuhmilch < 1% Fett probiotisch,155
"Kuhmilch 1,5% Fett laktosefrei ultrahocherhitzt",153
"Kuhmilch 3,5% Fett laktosefrei ultrahocherhitzt",149
"Kuhmilch 3,5% Fett probiotisch",149
Joghurt < 1% Fett laktosefrei,152
"Joghurt 1,5% Fett laktosefrei",172
"Joghurt 3,5% Fett laktosefrei",190
Milchmischerzeugnisse,135
Milchmischerzeugnisse < 1% Fett,139
"Milchmischerzeugnisse 1,5% Fett",136
"Milchmischerzeugnisse 3,5% Fett",135
"Milchmischerzeugnisse 1,5% Fett ultrahocherhitzt",136
"Milchmischerzeugnisse 3,5% Fett ultrahocherhitzt",135
Dickmilcherzeugnisse,135
Kefirerzeugnisse,132
Joghurterzeugnisse,189
Buttermilcherzeugnisse,150
"Trinkjoghurt 1,5% Fett Multifrucht",135
"Trinkjoghurt 3,5% Fett",163
Joghurt < 1% Fett probiotisch,169
"Joghurt 1,5% Fett probiotisch",172
"Joghurt 3,5% Fett probiotisch",190
Ayran,93
Hartkäse,1474
Hartkäse < 10% Fett i. Tr.,1752
Hartkäse mind. 30% Fett i. Tr.,1752
Hartkäse mind. 45% Fett i. Tr.,1374
Hartkäse mind. 50% Fett i. Tr.,1283
Appenzeller mind. 20% Fett i. Tr.,1760
Appenzeller mind. 50% Fett i. Tr.,1310
Bergkäse mind. 45% Fett i. Tr.,1336
Bergkäse mind. 50% Fett i. Tr.,1257
Chester,1248
Chester mind. 20% Fett i. Tr.,1563
Chester mind. 30% Fett i. Tr.,1474
Chester mind. 45% Fett i. Tr.,1248
Chester mind. 50% Fett i. Tr.,1174
Emmentaler,1374
Emmentaler mind. 45% Fett i. Tr.,1560
Greyerzer,1283
Greyerzer mind. 50% Fett i. Tr.,1420
Parmesan,1418
Parmesan mind. 30% Fett i. Tr.,1910
Parmesan mind. 40% Fett i. Tr.,1586
Parmesan mind. 45% Fett i. Tr.,1418
Raclette-Käse mind. 45% Fett i. Tr.,1049
Viereckhartkäse,1336
Viereckhartkäse mind. 45% Fett i. Tr.,1336
Jarlsberg mind. 45% Fett i. Tr.,1234
Provolone mind. 45% Fett i. Tr.,1470
Provolone mind. 50% Fett i. Tr.,1216
Cheddar mind. 50% Fett i. Tr.,1450
Brick mind. 50% Fett i. Tr.,1074
Colby mind. 50% Fett i. Tr.,1098
Bergkäse mind. 20% Fett i. Tr.,1752
Hartkäse Viertelfettstufe,1350
Schafskäse mind. 20% Fett i. Tr.,782
Emmentaler mind. 30% Fett i. Tr.,1752
Emmentaler mind. 10% Fett i. Tr.,1752
Emmentaler mind. 50% Fett i. Tr.,1283
Greyerzer Halbfettstufe,1752
Greyerzer mind. 45% Fett i. Tr.,1374
Appenzeller mind. 60% Fett i. Tr.,941
Appenzeller mind. 45% Fett i. Tr.,1024
Appenzeller mind. 40% Fett i. Tr.,1069
Bergkäse Fettstufe,1336
Hartkäse 20% Fett i. Tr.,1563
Emmentaler mind. 40% Fett i. Tr.,1374
Schnittkäse,1203
Schnittkäse mind. 20% Fett i. Tr.,1453
Schnittkäse mind. 30% Fett i. Tr.,1278
Schnittkäse mind. 40% Fett i. Tr.,1271
Schnittkäse mind. 45% Fett i. Tr.,1225
Schnittkäse mind. 50% Fett i. Tr.,1077
Edamer,1203
Edamer mind. 30% Fett i. Tr.,1450
Edamer mind. 40% Fett i. Tr.,1440
Edamer mind. 45% Fett i. Tr.,1370
Edamer mind. 50% Fett i. Tr.,1083
Gouda,1187
Gouda mind. 30% Fett i. Tr.,1350
Gouda mind. 40% Fett i. Tr.,1216
Gouda mind. 45% Fett i. Tr.,1460
Gouda mind. 50% Fett i. Tr.,1093
Gouda mind. 60% Fett i. Tr.,985
Tilsiter,1327
Tilsiter < 10% Fett i. Tr.,1537
Tilsiter mind. 20% Fett i. Tr.,1453
Tilsiter mind. 30% Fett i. Tr.,1580
Tilsiter mind. 40% Fett i. Tr.,1221
Tilsiter mind. 45% Fett i. Tr.,1360
Tilsiter mind. 50% Fett i. Tr.,1098
Tilsiter mind. 60% Fett i. Tr.,936
Wilstermarsch,1153
Wilstermarsch mind. 45% Fett i. Tr.,1153
Wilstermarsch mind. 50% Fett i. Tr.,1076
Fontina,1260
Fontina mind. 50% Fett i. Tr.,1260
Leidener Käse mind. 20% Fett i. Tr.,1871
Schnittkäse aus Schafmilch mind. 50% Fett i. Tr.,985
Schnittkäse aus Schafmilch mind. 30% Fett i. Tr.,1305
Schnittkäse aus Schafmilch mind. 60% Fett i. Tr.,941
Gouda mind. 10% Fett i. Tr.,1350
Räucherkäse mind. 50% Fett i. Tr.,1077
Räucherkäse Halbfettstufe,1225
Räucherkäse mind. 45% Fett i. Tr.,1225
Edamer mind. 20% Fett i. Tr.,1305
Tilsiter Viertelfettstufe,1537
Schnittkäse halbfest,1024
Schnittkäse halbfest mind. 20% Fett i. Tr.,1871
Schnittkäse halbfest mind. 30% Fett i. Tr.,1305
Schnittkäse halbfest mind. 40% Fett i. Tr.,1069
Schnittkäse halbfest mind. 45% Fett i. Tr.,1024
Schnittkäse halbfest mind. 50% Fett i. Tr.,985
Schnittkäse halbfest mind. 60% Fett i. Tr.,941
Butterkäse,1068
Butterkäse mind. 30% Fett i. Tr.,1295
Butterkäse mind. 45% Fett i. Tr.,1068
Butterkäse mind. 50% Fett i. Tr.,1163
Butterkäse mind. 60% Fett i. Tr.,837
Edelpilzkäse,1083
Edelpilzkäse mind. 45% Fett i. Tr.,1083
Edelpilzkäse mind. 50% Fett i. Tr.,1220
Edelpilzkäse mind. 60% Fett i. Tr.,941
Edelpilzkäse 65-85% Fett i. Tr.,719
Steinbuscher,1108
Steinbuscher mind. 30% Fett i. Tr.,1305
Steinbuscher mind. 45% Fett i. Tr.,1108
Steinbuscher mind. 50% Fett i. Tr.,1034
Weißlacker mind. 40% Fett i. Tr.,1073
Weißlacker mind. 45% Fett i. Tr.,1024
Weißlacker mind. 50% Fett i. Tr.,985
Trappisten mind. 45% Fett i. Tr.,1192
Trappisten mind. 50% Fett i. Tr.,1113
Danbo mind. 45% Fett i. Tr.,1143
Esrom mind. 45% Fett i. Tr.,1108
Havarti mind. 45% Fett i. Tr.,1143
Amsterdamer mind. 50% Fett i. Tr.,1133
Steppenkäse mind. 30% Fett i. Tr.,1305
Steppenkäse mind. 45% Fett i. Tr.,1187
Blauschimmelkäse mind. 50% Fett i. Tr.,1063
Geheimratskäse mind. 45% Fett i. Tr.,1187
Danablu,995
Danablu mind. 45% Fett i. Tr.,1024
Danablu mind. 50% Fett i. Tr.,995
Danablu mind. 60% Fett i. Tr.,777
Danablu 65-85% Fett i. Tr.,777
Stilton mind. 20% Fett i. Tr.,1280
Stilton mind. 60% Fett i. Tr.,1280
Port-Salut mind. 50% Fett i. Tr.,1171
Monterey mind. 50% Fett i. Tr.,1206
Gorgonzola,956
Scheiblette,795
Grill- und Pfannenkäse (Halloumi),1374
Jerome mind. 45% Fett i. Tr.,1153
Edamer mind. 10% Fett i. Tr.,1305
Gouda mind. 20% Fett i. Tr.,1350
Butterkäse mind. 20% Fett i. Tr.,1295
Gorgonzola mind. 45% Fett i. Tr.,970
Weichkäse,930
Weichkäse mind. 20% Fett i. Tr.,1119
Weichkäse mind. 30% Fett i. Tr.,1210
Weichkäse mind. 40% Fett i. Tr.,1118
Weichkäse mind. 45% Fett i. Tr.,930
Weichkäse mind. 50% Fett i. Tr.,976
Weichkäse mind. 60% Fett i. Tr.,777
Weichkäse mind. 70% Fett i. Tr.,610
Brie,777
Brie mind. 40% Fett i. Tr.,1110
Brie mind. 45% Fett i. Tr.,971
Brie mind. 50% Fett i. Tr.,1230
Brie mind. 60% Fett i. Tr.,777
Brie mind. 70% Fett i. Tr.,610
Camembert,1078
Camembert mind. 20% Fett i. Tr.,1124
Camembert mind. 30% Fett i. Tr.,1310
Camembert mind. 40% Fett i. Tr.,1200
Camembert mind. 45% Fett i. Tr.,1170
Camembert mind. 50% Fett i. Tr.,1110
Camembert mind. 60% Fett i. Tr.,960
Camembert mind. 70% Fett i. Tr.,610
Limburger,1156
Limburger mind. 20% Fett i. Tr.,1410
Limburger mind. 30% Fett i. Tr.,1295
Limburger mind. 40% Fett i. Tr.,1200
Limburger mind. 45% Fett i. Tr.,1123
Limburger mind. 50% Fett i. Tr.,925
Limburger mind. 60% Fett i. Tr.,825
Münster,1059
Münster mind. 30% Fett i. Tr.,1294
Münster mind. 45% Fett i. Tr.,1140
Münster mind. 50% Fett i. Tr.,1110
Romadur,980
Romadur mind. 20% Fett i. Tr.,1104
Romadur mind. 30% Fett i. Tr.,1095
Romadur mind. 40% Fett i. Tr.,1068
Romadur mind. 45% Fett i. Tr.,980
Romadur mind. 50% Fett i. Tr.,925
Romadur mind. 60% Fett i. Tr.,786
Klosterkäse mind. 50% Fett i. Tr.,976
Klosterkäse mind. 60% Fett i. Tr.,786
Kümmelkäse mind. 45% Fett i. Tr.,930
Kümmelkäse mind. 50% Fett i. Tr.,1164
Weinkäse mind. 45% Fett i. Tr.,962
Weinkäse mind. 50% Fett i. Tr.,887
Weinkäse mind. 60% Fett i. Tr.,786
Bel Paese mind. 50% Fett i. Tr.,1174
Ziegenmilchweichkäse mind. 50% Fett i. Tr.,1174
Weichkäse aus Schafmilch mind. 20% Fett i. Tr.,782
Ziegenmilchweichkäse mind. 30% Fett i. Tr.,544
Ziegenmilchweichkäse mind. 40% Fett i. Tr.,693
Brie 20% Fett i. Tr.,1119
Ziegenmilchschnittkäse mind. 45% Fett i. Tr.,1225
Ziegenmilchschnittkäse mind. 50% Fett i. Tr.,1310
Ziegenmilchschnittkäse mind. 30% Fett i. Tr.,544
Weichkäse aus Schafmilch 50% Fett i. Tr.,976
Schafskäse mind. 50% Fett i. Tr.,782
Camembert Viertelfettstufe,1119
Ziegenmilchweichkäse mind. 45% Fett i. Tr.,930
Weichkäse mind. 10% Fett i. Tr.,1119
Schafmilch Camembert,1078
Frischkäse Sauermilchkäse Kochkäse Schmelzkäse,501
Frischkäse,501
Frischkäse mind. 50% Fett i. Tr.,500
Frischkäse mind. 60% Fett i. Tr.,590
Frischkäse mind. 70% Fett i. Tr.,444
Körniger Frischkäse,569
Körniger Frischkäse < 10% Fett i. Tr.,615
Körniger Frischkäse mind. 10% Fett i. Tr.,629
Körniger Frischkäse mind. 20% Fett i. Tr.,569
Schichtkäse,550
Schichtkäse mind. 10% Fett i. Tr.,587
Schichtkäse mind. 20% Fett i. Tr.,550
Schichtkäse mind. 30% Fett i. Tr.,544
Schichtkäse mind. 40% Fett i. Tr.,499
Schichtkäse mind. 45% Fett i. Tr.,489
Schichtkäse mind. 50% Fett i. Tr.,456
Schichtkäse mind. 60% Fett i. Tr.,394
Quark,656
Quark < 10% Fett i. Tr.,700
Quark mind. 10% Fett i. Tr.,537
Quark mind. 20% Fett i. Tr.,650
Quark mind. 30% Fett i. Tr.,462
Quark mind. 40% Fett i. Tr.,580
Quark mind. 45% Fett i. Tr.,393
Quark mind. 50% Fett i. Tr.,384
Quark mind. 60% Fett i. Tr.,329
Sauermilchquark,1225
"Brotaufstrich aus pflanzlichen Fetten, Rahm, Joghurt, Frischkäse",200
Molkenkäse,375
Molkenkäse < 10% Fett i. Tr.,407
Molkenkäse mind. 10% Fett i. Tr.,375
Molkenkäse mind. 20% Fett i. Tr.,448
Molkenkäse mind. 30% Fett i. Tr.,398
Sauermilchkäse,1443
Sauermilchkäse < 10% Fett i. Tr.,1660
Stangenkäse mind. 60% Fett i. Tr.,786
Ricotta mind. 30% Fett i. Tr.,527
Ricotta mind. 45% Fett i. Tr.,360
Ricotta mind. 60% Fett i. Tr.,439
Schmelzkäse,610
Schmelzkäse mind. 20% Fett i. Tr.,1248
Schmelzkäse mind. 45% Fett i. Tr.,665
Schmelzkäse mind. 60% Fett i. Tr.,610
Schmelzkäse schnittfest mind. 10% Fett i. Tr.,976
Schmelzkäse schnittfest mind. 20% Fett i. Tr.,930
Schmelzkäse schnittfest mind. 30% Fett i. Tr.,897
Schmelzkäse schnittfest mind. 40% Fett i. Tr.,795
Schmelzkäse schnittfest mind. 45% Fett i. Tr.,763
Schmelzkäse schnittfest mind. 50% Fett i. Tr.,740
Schmelzkäse schnittfest mind. 60% Fett i. Tr.,619
Schmelzkäse schnittfest mind. 70% Fett i. Tr.,425
Schmelzkäse streichfähig mind. 10% Fett i. Tr.,832
Schmelzkäse streichfähig mind. 20% Fett i. Tr.,786
Schmelzkäse streichfähig mind. 30% Fett i. Tr.,693
Schmelzkäse streichfähig mind. 40% Fett i. Tr.,693
Schmelzkäse streichfähig mind. 45% Fett i. Tr.,726
Schmelzkäse streichfähig mind. 50% Fett i. Tr.,555
Schmelzkäse streichfähig mind. 60% Fett i. Tr.,476
Schmelzkäse streichfähig mind. 70% Fett i. Tr.,379
Schmelzkäse amerikanisch mind. 50% Fett i. Tr.,1024
Kochkäse,638
Kochkäse < 10% Fett i. Tr.,703
Kochkäse mind. 10% Fett i. Tr.,679
Kochkäse mind. 20% Fett i. Tr.,638
Kochkäse mind. 30% Fett i. Tr.,602
Kochkäse mind. 40% Fett i. Tr.,555
Kochkäse mind. 45% Fett i. Tr.,573
Kochkäse mind. 50% Fett i. Tr.,509
Streichkäse amerikanisch mind. 40% Fett i. Tr.,759
Streichkäse amerikanisch mind. 45% Fett i. Tr.,846
Streichkäse amerikanisch mind. 50% Fett i. Tr.,1026
Ziegenmilchfrischkäse mind. 45% Fett i. Tr.,319
Räucherschmelzkäse,610
Ziegenmilchfrischkäse mind. 20% Fett i. Tr.,550
Schafmilchfrischkäse mind. 20% Fett i. Tr.,550
Mascarpone,220
Ziegenmilchschmelzkäse mind. 30% Fett i. Tr.,693
Ziegenmilchschmelzkäse mind. 45% Fett i. Tr.,726
Ziegenmilchfrischkäse mind. 40% Fett i. Tr.,501
Schafmilchfrischkäse mind. 45% Fett i. Tr.,319
Appenzeller Frischkäse mind. 50% Fett i. Tr.,455
Chester Frischkäse Vollfettstufe,319
Cheddar Frischkäse Vollfettstufe,319
Frischkäse mind. 20% Fett i. Tr.,550
Frischkäse mind. 10% Fett i. Tr.,590
Frischkäse mind. 30% Fett i. Tr.,544
Quark entrahmt,656
Ricotta Halbfettstufe,550
Schmelzkäsezubereitung,647
Schmelzkäsezubereitung mind. 10% Fett i. Tr.,911
Schmelzkäsezubereitung mind. 20% Fett i. Tr.,786
Schmelzkäsezubereitung mind. 30% Fett i. Tr.,693
Schmelzkäsezubereitung mind. 40% Fett i. Tr.,693
Schmelzkäsezubereitung mind. 45% Fett i. Tr.,731
Schmelzkäsezubereitung mind. 50% Fett i. Tr.,647
Schmelzkäsezubereitung mind. 60% Fett i. Tr.,555
Schmelzkäsezubereitung mind. 70% Fett i. Tr.,416
Frischkäsezubereitung,501
Frischkäsezubereitung < 10% Fett i. Tr.,651
Frischkäsezubereitung mind. 10% Fett i. Tr.,590
Frischkäsezubereitung mind. 20% Fett i. Tr.,550
Frischkäsezubereitung mind. 30% Fett i. Tr.,544
Frischkäsezubereitung mind. 40% Fett i. Tr.,501
Frischkäsezubereitung mind. 45% Fett i. Tr.,319
Frischkäsezubereitung mind. 50% Fett i. Tr.,415
Frischkäsezubereitung mind. 60% Fett i. Tr.,498
Frischkäsezubereitung 70%F.i.Tr,444
Quarkzubereitungen,286
"Milchpulver 1,5% Fett",1415
Kaffeeweißer,193
Grießpudding energiereduziert,217
Mousse au chocolat energiereduziert,237
Obatzda,697
Lebensmittel kalziumreduziert,1641
Magermilchpulver kalziumreduziert,1641
Laktovegetabiles Konzentrat,801
Trockenmilcherzeugnisse,1132
Sahnepulver,999
Vollmilchpulver,1220
Magermilchpulver,1700
Buttermilchpulver,1600
Molkenpulver,490
Milcheiweißerzeugnisse,3768
Milcheiweiß,3768
Casein,3768
Vollmilchpulver probiotisch,1132
Aperitif alkoholfrei,0
Sekt alkoholfrei,2
Wein alkoholfrei,2
Getränke energiereduziert,9
Gemüsecocktail natriumarm,34
Wasser und Mineralwasser,0
Trinkwasser,0
Wasser (Oberflächenwasser),0
Weiches Wasser  (<7°d),0
Mittelhartes Wasser   (7...14°d),0
Hartes Wasser   (14...21°d),0
Sehr hartes Wasser   (>21°d),0
Natürliches Mineralwasser,0
Natürliches Mineralwasser still,0
Natürliches Mineralarmes Wasser,0
Natürliches Mineralarmes Wasser still,0
Mineralwasser künstlich,0
Mineralwasser künstlich still,0
Quellwasser,0
Heilwasser,0
Fruchtsaftgetränke,5
Fruchtsaftgetränke aus Kernobst,3
Fruchtsaftgetränke aus Steinobst,1
Fruchtsaftgetränke aus Beerenobst,4
Fruchtsaftgetränke aus Traubensaft,5
Fruchtsaftgetränke aus Zitrusfrucht,5
Fruchtsaftgetränke aus Zitrusfrucht kalorienarm,6
Fruchtsaftgetränk aus Mehrfrucht,3
Apfelsaftschorle,6
Orangensaftschorle,9
Traubensaftschorle,3
Kirsch-Saftschorle,4
Pfirsich/Maracuja Fruchtnektar,27
Birnen-Saftschorle,9
Johannisbeer-Saftschorle (rot),8
Johannisbeer-Saftschorle (schwarz),8
Zitronen-Saftschorle,0
Grapefruit-Saftschorle,1
Mehrfruchtsaft-Schorle,8
Karotten-Saftschorle,12
Ananas-Saftschorle,8
Bananen-Saftschorle,5
Aprikose/Orange-Saftschorle,13
Pfirsich/Maracuja-Saftschorle,13
Limonaden,0
Orangensaftlimonade,0
Zitronensaftlimonade,0
Limonaden koffeinhaltig,0
Limonaden kalorienarm,0
Apfel-Orangenlimonade,2
Zitronen-Orangenlimonade,2
Brausen,0
Brausen coffeinhaltig,0
Brausen kalorienarm,0
Colagetränke (coffeinhaltig),0
Colagetränke kalorienarm,0
Colagetränke entcoffeiniert,0
Getränkepulver,0
Colagetränke entcoffeiniert kalorienarm,0
Cola Mix,0
Kaffee (Pulver),616
Cappuccino,80
Latte Macchiato,137
Türkischer Mokka,6
Löslicher Bohnenkaffee (Pulver),493
Löslicher Bohnenkaffee entcoffeiniert (Pulver),700
Kaffee-Ersatz (Pulver),302
Zichorienkaffee (Pulver),302
Rotbusch-/Roibuschtee,0
"Tee Rotbusch (Rooibos, Rooibusch) trocken",360
Tee grün trocken,483
Mate-Tee trocken,483
Tee schwarz trocken,483
Tee schwarz Instantpulver trocken,249
Tee entcoffeiniert trocken,483
Früchtetee trocken,519
Kräutertee trocken,523
Pfefferminztee trocken,523
Früchtetee Instantpulver trocken,5
Kräutertee Instantpulver trocken,0
Fencheltee Instantpulver trocken,0
Bier,14
Malzbier,15
Bier Einfachbier,3
Braunbier (Schankbier),6
Weizenbier (Weißbier) obergärig,7
Weizenbier (Weißbier) obergärig hell,8
Weizenbier Export,7
Hefe-Weizenbier obergärig,8
Bier Alt (Vollbier) obergärig,14
Bier Kölsch,11
Bier Vollbier untergärig,14
Bier Hell,14
Bier Export Hell,14
Bier Pils Hell,14
Bier Dunkel,11
Bier Export Dunkel,11
Bier Starkbier,19
Starkbier obergärig,19
Bockbier hell,19
Doppelbock,22
Eisbock,22
Stout (Porter),8
Stout extra,8
Altbierbowle,13
Diabetiker-Bier Pils,11
Weizenbier (Weißbier) dunkel,7
Diätbier,7
Weißwein / Rotwein,2
Weißwein trocken,4
Weißwein Kabinett (trocken),4
Weißwein Spätlese (halbtrocken),2
Weißwein Auslese (lieblich),4
Eiswein Beerenauslese (lieblich),4
Weißwein halbtrocken,2
Weißwein lieblich,4
Rotwein leicht,4
Rotwein mittel Qualitätswein,4
Burgunder,4
Rotwein schwer,4
Weißherbst,2
Weißherbst (Qualitätswein rose),2
Schillerwein/Rotling,2
Glühwein,3
Weißwein-Schorle,1
Kalte Ente,3
Bowle Punsch,7
Erdbeer-Bowle,6
Ananas-Bowle,7
Rotwein-Punsch,11
Federweißer,4
Wein rot süß,4
Wein rot trocken,4
Wein rose,2
Fruchtbowle,9
Sekt trocken,2
Sekt süß,2
